,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,University of Central Florida,public,41,2.8,127,90%,,62%,73%,,11,70%,,70,362,26%,25%,30 to 1,,113,1160-1340,,34%,,43%,350,3%,
166,University of Hawaii--Manoa,public,41,2.8,226,78%,,62%,59%,,-3,56%,,134,147,52%,12%,10 to 1,,211,1055-1240,,25%,,83%,58,5%,
166,Univ. of Maryland--Baltimore County,public,41,3.0,167,87%,,66%,68%,,2,67%,,204,309,36%,13%,19 to 1,,113,1190-1360,,23%,,58%,183,4%,
166,University of Rhode Island,public,41,2.9,176,84%,,62%,67%,,5,61%,,204,147,45%,10%,16 to 1,,301,1090-1260,3,18%,,71%,211,5%,
166,Washington State University,public,41,3.1,195,79%,,60%,59%,,-1,51%,,176,256,33%,21%,16 to 1,,215,1020-1210,,38%,4,77%,148,12%,
179,Gallaudet University (DC),private,40,2.9,313,71%,,51%,47%,,-4,46%,,45,30,97%,0%,6 to 1,,375,15-20,,N/A,,57%,18,N/A,
179,Missouri Univ. of Science & Tech--Rolla.,public,40,2.7,182,84%,,71%,63%,,-8,54%,,254,160,46%,16%,19 to 1,,74,25-31,,40%,,84%,231,11%,
179,St. John's University (NY),private,40,2.8,209,83%,,60%,61%,,1,58%,,39,182,32%,5%,17 to 1,,190,1070-1270,2,21%,,73%,244,4%,
179,University of Detroit Mercy,private,40,2.2,176,85%,,61%,65%,,4,54%,,224,77,54%,4%,11 to 1,,215,1050-1250,,19%,,83%,117,8%,
179,University of Idaho,public,40,2.8,230,80%,,57%,59%,,2,53%,,105,110,55%,9%,15 to 1,,265,1010-1220,,18%,,77%,132,9%,
179,Univ. of Massachusetts--Lowell,public,40,2.5,203,86%,,61%,63%,,2,56%,,147,136,47%,7%,17 to 1,,143,1150-1320,2,25%,,72%,183,11%,
185,Biola University (CA),private,39,2.0,127,86%,,70%,73%,,3,69%,,34,256,54%,5%,14 to 1,,170,1060-1260,,47%,,87%,219,6%,
185,Chatham University (PA),private,39,2.3,219,81%,,62%,63%,,1,56%,,42,136,65%,2%,10 to 1,,215,1040-1250,2,29%,,55%,132,11%,
185,Ohio University,public,39,3.0,187,80%,,58%,64%,,6,54%,,297,300,32%,16%,17 to 1,,184,21-26,,17%,,78%,219,4%,
185,Pacific University (OR),private,39,2.4,187,79%,,62%,65%,,3,52%,,186,120,58%,3%,11 to 1,,215,1060-1250,,N/A,,85%,164,8%,
185,Union University (TN),private,39,1.9,150,86%,,69%,70%,,1,57%,,96,48,75%,0%,9 to 1,,101,23-30,,34%,,57%,283,3%,
185,University of Houston,public,39,2.9,230,85%,,59%,59%,,None,56%,,27,328,25%,24%,22 to 1,,152,1130-1310,,32%,,62%,254,12%,
185,University of North Carolina--Wilmington,public,39,2.6,127,85%,,67%,73%,,6,69%,,234,290,32%,8%,17 to 1,,143,23-27,,24%,,61%,350,5%,
192,Ball State University (IN),public,38,2.6,195,81%,8,58%,62%,6,4,57%,4,53,246,41%,6%,17 to 1,4,215,1080-1240,4,18%,4,62%,276,10%,4
192,Misericordia University (PA),private,38,1.9,127,83%,,58%,69%,,11,61%,,204,160,51%,0%,11 to 1,,265,1040-1200,,20%,,83%,244,12%,
192,Oklahoma State University,public,38,2.9,195,81%,,65%,61%,,-4,48%,,265,246,38%,15%,19 to 1,,159,22-28,,27%,,74%,219,9%,
192,Seattle Pacific University,private,38,2.4,150,82%,,61%,68%,,7,59%,,176,227,54%,3%,13 to 1,,295,1030-1240,,1%,,90%,200,4%,
192,University of Louisville (KY),public,38,2.8,247,80%,,64%,57%,,-7,47%,,165,182,40%,9%,14 to 1,,198,22-29,3,24%,,73%,69,9%,
197,Bellarmine University (KY),private,37,2.2,187,78%,,66%,67%,,1,63%,,147,136,52%,1%,11 to 1,,173,22-28,,N/A,,86%,231,12%,
197,Bethel University (MN),private,37,2.0,117,86%,,73%,75%,,2,67%,,224,194,55%,2%,12 to 1,,152,22-28,,25%,,71%,276,9%,
197,Illinois State University,public,37,2.5,145,81%,,62%,69%,,7,61%,,224,271,37%,10%,18 to 1,,318,20-26,,N/A,,89%,231,6%,
197,Loyola University New Orleans,private,37,2.7,215,80%,,69%,61%,,-8,50%,,214,120,46%,2%,12 to 1,,173,22-28,,25%,5,75%,140,6%,
197,Towson University (MD),public,37,2.5,127,85%,,61%,73%,,12,72%,,186,328,28%,3%,17 to 1,,256,1060-1200,,14%,,79%,359,4%,
202,Edgewood College (WI),private,36,1.7,203,79%,,58%,63%,,5,63%,,14,69,85%,0%,10 to 1,,215,20-25,,17%,,73%,231,6%,
202,Florida Institute of Technology,private,36,2.4,215,81%,,61%,60%,,-1,51%,,297,169,45%,4%,14 to 1,,113,1150-1340,,29%,,65%,200,7%,
202,Maryville Univ. of St. Louis,private,36,1.9,122,86%,,63%,72%,,9,69%,,176,210,72%,1%,14 to 1,,215,20-26,2,24%,,95%,303,5%,
202,Pace University (NY),private,36,2.5,247,79%,,59%,56%,,-3,53%,,34,120,51%,3%,14 to 1,,234,1060-1220,2,15%,,76%,183,4%,
202,Regis University (CO),private,36,2.2,154,80%,,64%,68%,,4,67%,,113,194,59%,0%,14 to 1,,204,1050-1230,,25%,,60%,276,4%,
202,Robert Morris University (PA),private,36,2.2,203,82%,,57%,64%,,7,54%,,159,95,40%,4%,15 to 1,,265,1030-1200,,15%,,85%,244,7%,
202,University of Maine,public,36,2.8,230,76%,,61%,60%,,-1,51%,,186,280,39%,16%,15 to 1,,245,1050-1250,,18%,,92%,148,7%,
202,University of St. Francis (IL),private,36,1.9,195,79%,,52%,62%,,10,54%,,90,169,64%,0.30%,12 to 1,,265,1030-1190,,12%,4,47%,231,8%,
202,Widener University (PA),private,36,2.2,219,80%,,54%,63%,,9,58%,,138,85,57%,2%,13 to 1,,295,1020-1200,,N/A,,69%,219,3%,
211,California State University--Fresno,public,35,2.5,230,81%,,37%,54%,,17,50%,,27,320,19%,9%,23 to 1,,364,910-1110,,15%,,58%,370,3%,
211,Georgia State University,public,35,2.9,247,83%,,53%,54%,,1,56%,,8,300,22%,16%,25 to 1,,336,990-1190,3,17%,4,57%,265,4%,
211,Immaculata University (PA),private,35,1.8,176,79%,,51%,68%,,17,53%,,186,147,86%,0%,9 to 1,,334,1018-1223,2,9%,,81%,283,7%,
211,Kent State University (OH),public,35,2.6,230,81%,,53%,57%,,4,48%,,204,147,52%,9%,20 to 1,,245,20-25,,15%,,85%,315,4%,
211,Mississippi State University,public,35,2.7,215,80%,,66%,58%,,-8,42%,,335,300,37%,15%,17 to 1,,125,22-29,,29%,,57%,174,15%,
211,University of Hartford (CT),private,35,2.5,230,75%,,58%,60%,,2,50%,,265,77,71%,0.20%,9 to 1,,318,1050-1250,2,N/A,,75%,211,3%,
211,Wilkes University (PA),private,35,2.0,219,76%,,56%,60%,,4,51%,,138,85,58%,4%,12 to 1,,234,1050-1240,,23%,,75%,231,13%,
218,Clarke University (IA),private,34,2.1,226,73%,,59%,63%,,4,62%,,62,120,70%,0.40%,9 to 1,,342,19-23,,17%,,82%,276,15%,
218,Florida International University,public,34,2.5,203,89%,,50%,58%,,8,61%,,12,374,19%,26%,24 to 1,,190,1090-1260,,25%,5,59%,294,3%,
218,Gannon University (PA),private,34,2.0,167,83%,,61%,67%,,6,54%,,159,182,49%,0.40%,13 to 1,,295,1020-1220,,20%,,81%,244,7%,
218,Hampton University (VA),private,34,2.4,230,77%,,60%,58%,,-2,53%,,34,271,60%,3%,13 to 1,,344,19-24,2,13%,,36%,140,17%,
218,Lipscomb University (TN),private,34,2.1,209,82%,,68%,65%,,-3,55%,,328,210,55%,5%,13 to 1,,134,22-29,,30%,,60%,174,12%,
218,Sacred Heart University (CT),private,34,2.4,167,83%,,66%,70%,,4,60%,,335,290,37%,1%,13 to 1,,307,1100-1240,2,11%,,60%,211,9%,
218,Texas Tech University,public,34,2.9,203,84%,,61%,60%,,-1,51%,,291,351,27%,21%,20 to 1,,190,1070-1240,,19%,,71%,294,11%,
218,Univ. of Massachusetts--Dartmouth,public,34,2.6,292,73%,,53%,56%,,3,50%,,84,95,51%,10%,16 to 1,,330,990-1190,,14%,,78%,183,2%,
218,University of New Mexico,public,34,2.8,292,78%,,57%,49%,,-8,45%,,62,169,60%,9%,17 to 1,,336,19-25,3,N/A,,52%,49,N/A,
218,Western New England University (MA),private,34,2.0,226,77%,,60%,60%,,None,53%,,234,48,57%,0.10%,13 to 1,,215,1060-1250,2,19%,,85%,174,4%,
228,Azusa Pacific University (CA),private,33,2.1,154,85%,8,62%,63%,,1,65%,,75,295,57%,2%,11 to 1,,288,1020-1240,,N/A,,69%,219,5%,4
228,CUNY--City College,public,33,2.9,283,87%,,51%,43%,,-8,44%,,17,300,33%,3%,16 to 1,,349,950-1190,3,N/A,,38%,132,12%,
228,East Carolina University (NC),public,33,2.4,195,82%,,58%,63%,,5,61%,,39,320,31%,18%,18 to 1,,295,1030-1180,,13%,,82%,283,2%,
228,Grand Valley State University (MI),public,33,2.2,167,84%,,61%,65%,,4,58%,,115,300,25%,5%,16 to 1,,215,1050-1240,,20%,,83%,339,4%,
228,Indiana University-Purdue University--Indianapolis,public,33,2.9,307,74%,,52%,48%,,-4,41%,,125,227,39%,10%,15 to 1,,310,1000-1200,,15%,,81%,76,7%,
228,The Sage Colleges (NY),private,33,2.1,219,78%,,49%,62%,,13,59%,,24,280,53%,0%,12 to 1,,373,940-1140,2,11%,,93%,254,8%,
228,St. Catherine University (MN),private,33,2.1,195,82%,,63%,60%,,-3,58%,,27,290,58%,2%,11 to 1,,234,20-26,,24%,,70%,244,12%,4
228,University of Indianapolis,private,33,2.3,247,75%,,54%,60%,,6,50%,,176,227,56%,1%,13 to 1,,307,990-1180,,18%,,81%,265,12%,
228,Univ. of Massachusetts--Boston,public,33,2.6,300,78%,,52%,48%,,-4,47%,,27,169,38%,6%,16 to 1,,279,1020-1220,2,15%,,78%,148,4%,
228,U. of North Carolina--Charlotte,public,33,2.8,230,83%,,58%,59%,,1,55%,,84,346,26%,24%,19 to 1,,184,21-26,,17%,5,67%,339,3%,
228,University of Wyoming,public,33,2.7,247,77%,,65%,57%,,-8,45%,,365,160,38%,11%,15 to 1,,265,22-28,3,21%,,96%,93,5%,
228,West Virginia University,public,33,2.8,230,78%,,59%,58%,,-1,47%,,315,346,35%,20%,18 to 1,,204,21-27,,23%,,82%,200,10%,
240,Central Michigan University,public,32,2.4,226,77%,,58%,62%,,4,53%,,176,246,32%,7%,20 to 1,,288,1000-1200,,17%,4,69%,322,6%,
240,Harding University (AR),private,32,2.0,167,84%,,69%,67%,,-2,54%,,322,227,55%,6%,14 to 1,,159,22-29,,23%,,68%,283,10%,
240,Long Island University (NY),private,32,2.2,215,80%,8,N/A,N/A,,-1,N/A,,328,58,66%,1%,11 to 1,,215,1050-1250,,15%,,76%,303,2%,
240,Oklahoma City University,private,32,2.1,203,82%,,70%,63%,,-7,60%,,186,169,71%,1%,10 to 1,,204,23-29,3,31%,,76%,200,4%,
240,University of Findlay (OH),private,32,1.9,209,80%,,69%,62%,,-7,61%,,16,210,60%,1%,16 to 1,,184,21-26,,25%,,73%,265,10%,
240,University of Nevada--Reno,public,32,2.5,230,81%,,59%,58%,,-1,49%,,241,335,37%,21%,19 to 1,,198,21-26,,27%,,88%,148,7%,
246,Bowling Green State University (OH),public,31,2.6,261,77%,,56%,55%,,-1,43%,,234,210,44%,10%,18 to 1,,245,20-25,,15%,,72%,339,6%,
246,George Fox University (OR),private,31,2.0,161,81%,,64%,67%,,3,54%,,80,309,53%,2%,14 to 1,,310,1020-1230,3,32%,,82%,265,5%,
246,Lesley University (MA),private,31,2.1,242,80%,,60%,56%,8,-4,60%,4,90,120,67%,0%,10 to 1,,310,938-1293,,13%,,76%,164,N/A,
246,Montana State University,public,31,2.6,268,77%,,64%,55%,,-9,46%,,254,280,44%,14%,19 to 1,,177,21-28,,21%,,82%,200,8%,
246,Nova Southeastern University (FL),private,31,2.0,283,78%,,54%,50%,,-4,43%,,165,69,75%,2%,17 to 1,,170,1080-1290,,32%,,79%,123,2%,
246,University of New England (ME),private,31,2.2,209,78%,,68%,64%,,-4,56%,,234,194,56%,6%,13 to 1,,259,1050-1240,2,N/A,,80%,244,7%,
246,Wayne State University (MI),public,31,2.6,321,80%,,55%,47%,,-8,37%,,125,110,50%,8%,16 to 1,,279,1010-1210,,18%,,71%,117,5%,
246,Western Michigan University,public,31,2.5,268,79%,,55%,51%,,-4,45%,,78,182,38%,10%,16 to 1,,301,990-1190,,10%,,81%,254,4%,
254,Baker University (KS),private,30,1.8,230,77%,,59%,59%,,None,60%,,138,110,71%,0.40%,12 to 1,,245,20-25,,19%,,88%,276,8%,
254,College of St. Scholastica (MN),private,30,1.9,161,81%,,63%,69%,,6,59%,,303,309,50%,2%,13 to 1,,215,20-26,,17%,,66%,303,4%,
254,D'Youville College (NY),private,30,1.7,278,79%,,57%,60%,,3,54%,,96,64,70%,1%,9 to 1,,265,1030-1200,,17%,4,100%,254,12%,
254,Florida A&M University,public,30,2.3,294,83%,,43%,51%,,8,49%,,45,339,33%,14%,16 to 1,,310,1040-1170,,11%,,39%,231,5%,
254,Lincoln Memorial University (TN),private,30,1.9,278,71%,,53%,60%,,7,51%,,49,147,55%,4%,14 to 1,,334,19-25,9,26%,,43%,254,5%,
254,Southern Illinois University--Carbondale,public,30,2.4,347,68%,,51%,41%,,-10,29%,,270,95,60%,6%,13 to 1,,163,1020-1300,,15%,,72%,55,4%,
254,University of Colorado--Denver,public,30,2.8,321,70%,,60%,48%,,-12,43%,,90,339,36%,9%,18 to 1,,259,1020-1210,,22%,5,64%,40,3%,
254,University of Montana,public,30,2.7,300,70%,,58%,50%,,-8,43%,,165,227,51%,9%,16 to 1,,234,20-26,,16%,,88%,211,9%,
254,Utah State University,public,30,2.6,307,72%,,61%,49%,,-12,63%,,56,210,48%,13%,20 to 1,,177,21-28,,21%,,89%,183,5%,
263,Daemen College (NY),private,29,1.7,261,78%,,53%,57%,,4,50%,,56,120,64%,0.30%,11 to 1,,245,1040-1230,2,21%,,54%,317,3%,
263,New Mexico State University,public,29,2.6,313,74%,,49%,47%,,-2,41%,,119,210,47%,10%,17 to 1,,330,17-23,,22%,,66%,164,6%,
263,Old Dominion University (VA),public,29,2.6,261,80%,,51%,52%,,1,48%,,147,280,36%,10%,17 to 1,,310,990-1200,2,9%,,87%,317,4%,
263,Shenandoah University (VA),private,29,1.9,219,81%,,59%,58%,,-1,46%,,335,120,66%,2%,10 to 1,,288,980-1190,,25%,,70%,183,5%,
263,University of Alabama--Huntsville,public,29,2.5,273,82%,,63%,52%,,-11,42%,,315,339,26%,21%,18 to 1,,73,25-31,,34%,,81%,174,3%,
263,University of Alaska--Fairbanks,public,29,2.5,339,76%,8,55%,40%,6,-15,33%,4,285,69,70%,3%,8 to 1,4,265,17-25,4,21%,4,77%,33,N/A,
263,Univ. of Missouri--Kansas City,public,29,2.5,294,75%,,63%,48%,,-15,40%,,108,210,51%,11%,15 to 1,,143,21-28,,33%,,56%,219,5%,
263,University of North Dakota,public,29,2.6,247,81%,,66%,55%,,-11,42%,,370,309,38%,11%,18 to 1,,190,21-27,,18%,,82%,123,7%,
263,University of South Dakota,public,29,2.6,256,76%,,60%,58%,,-2,47%,,315,328,43%,8%,16 to 1,,234,20-25,,13%,,86%,231,4%,
272,Campbell University (NC),private,28,2.1,283,73%,,56%,51%,,-5,42%,,186,120,61%,4%,16 to 1,,265,19-25,,26%,,76%,211,6%,
272,Keiser University (FL),private,28,1.6,195,84%,,36%,56%,,20,52%,,34,381,48%,29%,12 to 1,,323,N/A,2,N/A,,100%,200,1%,
272,Louisiana Tech University,public,28,2.5,256,80%,,62%,53%,,-9,40%,,335,194,54%,8%,23 to 1,,152,22-28,,25%,,63%,378,8%,
272,Mary Baldwin University (VA),private,28,2.0,339,67%,,44%,47%,,3,45%,,21,110,64%,1%,10 to 1,,351,950-1130,,11%,,100%,219,10%,
272,South Dakota State University,public,28,2.5,247,77%,,62%,57%,,-5,47%,,241,357,32%,18%,17 to 1,,215,20-26,,16%,,92%,219,7%,
272,Tennessee Technological Univ.,public,28,2.2,273,77%,,58%,55%,,-3,47%,,186,194,47%,10%,18 to 1,,173,21-27,,27%,,76%,322,6%,
272,University of Memphis,public,28,2.5,321,74%,,52%,48%,,-4,40%,,138,210,46%,9%,15 to 1,,234,19-26,,14%,,84%,254,6%,
272,U. of North Carolina--Greensboro,public,28,2.6,268,76%,,56%,51%,,-5,48%,,27,357,23%,24%,17 to 1,,301,990-1160,,14%,,84%,322,6%,
272,University of the Incarnate Word (TX),private,28,2.0,273,76%,,46%,49%,,3,45%,,27,256,65%,2%,11 to 1,,347,950-1140,,16%,,88%,254,4%,
281,Concordia University Wisconsin,private,27,2.0,242,77%,,57%,58%,,1,49%,,254,194,58%,2%,12 to 1,,259,20-26,3,26%,,65%,350,3%,
281,Dallas Baptist University,private,27,2.0,247,74%,,61%,54%,,-7,41%,,303,136,68%,2%,13 to 1,,245,20-24,,18%,,88%,244,1%,
281,Florida Atlantic University,public,27,2.4,278,79%,,51%,52%,,1,52%,,45,351,31%,16%,21 to 1,,245,1080-1240,,12%,,59%,322,2%,
281,Gardner-Webb University (NC),private,27,2.0,294,73%,,56%,53%,,-3,43%,,204,77,75%,0%,13 to 1,,279,970-1180,,17%,,48%,265,3%,
281,North Carolina A&T State Univ.,public,27,2.2,307,77%,,44%,53%,,9,48%,,66,309,25%,7%,18 to 1,,349,950-1110,,12%,,61%,303,9%,
281,North Dakota State University,public,27,2.5,242,79%,,67%,58%,,-9,50%,,354,335,33%,24%,17 to 1,,279,21-26,3,16%,,93%,174,5%,
281,Regent University (VA),private,27,1.8,283,78%,,49%,58%,,9,50%,,49,169,61%,2%,19 to 1,,364,950-1170,,11%,,84%,303,2%,
281,Sam Houston State University (TX),public,27,2.2,278,78%,,47%,53%,,6,48%,,84,320,27%,13%,24 to 1,,323,1000-1140,,19%,4,79%,365,7%,
281,Univ. of Missouri--St. Louis,public,27,2.4,283,76%,,63%,52%,,-11,45%,,96,280,50%,9%,19 to 1,,184,21-27,,26%,,73%,294,4%,
281,University of North Florida,public,27,2.4,230,81%,,61%,59%,,-2,55%,,115,362,26%,12%,19 to 1,,184,1120-1280,,16%,,61%,339,4%,
281,University of North Texas,public,27,2.6,261,79%,,55%,55%,,None,50%,,96,362,25%,22%,24 to 1,,215,1060-1260,,19%,,71%,376,4%,
281,William Carey University (MS),private,27,1.8,256,83%,,51%,51%,,None,51%,,49,120,77%,0%,15 to 1,,245,21-29,3,27%,,68%,375,5%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020 Rank,School,School Footnote,Public/Private,Peer Assessment Score,Average first year retention rate,Average first year retention rate footnote,Predicted graduation rate,Actual graduation rate,Actual graduation rate footnote,Pell Gradrate,Pell Gradrate footnote,Social Mobility Rank,Percent of classes under 20,Percent of classes of 50 or more students,SAT/ACT 25th-75th percentile,SAT/ACT 25th-75th percentile footnote,First year students in top 10% of high school class,First year students in top 10% of high school class footnote,Acceptance rate,Acceptance rate footnote,Average alumni giving rate,Average alumni giving rate footnote,,,,,,
293-381,Andrews University (MI),,private,1.8,84%,,68%,57%,,34%,,270,69%,4%,21-27,,18%,,66%,,3%,,,,,,,
293-381,Arkansas State University,,public,2.2,75%,,54%,47%,,36%,,119,54%,4%,21-27,2,20%,,77%,,9%,,,,,,,
293-381,Augusta University (GA),7,public,2.0,74%,,64%,31%,,28%,,165,N/A,N/A,20-26,4,N/A,,76%,4,3%,,,,,,,
293-381,Aurora University (IL),1,private,1.8,71%,8,51%,56%,6,N/A,,176,N/A,N/A,19-23,4,N/A,,87%,4,N/A,,,,,,,
293-381,Barry University (FL),,private,2.0,63%,,43%,36%,,33%,,84,69%,0%,940-1100,,N/A,,91%,,1%,,,,,,,
293-381,Benedictine University (IL),,private,2.1,70%,,53%,47%,,45%,,66,64%,0.40%,980-1190,,14%,,65%,,5%,,,,,,,
293-381,Boise State University (ID),,public,2.6,79%,,55%,46%,,39%,,285,34%,11%,1030-1220,2,16%,,81%,,7%,,,,,,,
293-381,Cardinal Stritch University (WI),,private,1.8,73%,,45%,51%,,35%,,285,70%,1%,18-22,2,8%,,71%,,3%,,,,,,,
293-381,Carson-Newman University (TN),,private,2.1,67%,,60%,51%,,46%,,119,59%,1%,20-26,,N/A,,66%,,6%,,,,,,,
293-381,Clark Atlanta University,,private,2.2,69%,,39%,45%,,41%,,75,33%,7%,950-1110,,11%,,52%,,7%,,,,,,,
293-381,Cleveland State University,,public,2.2,71%,,48%,45%,,38%,,134,32%,11%,19-25,,15%,,88%,,5%,4,,,,,,
293-381,Delaware State University,,public,2.3,72%,,39%,40%,,34%,,96,45%,4%,840-1010,,9%,,49%,,10%,,,,,,,
293-381,Eastern Michigan University,,public,2.3,73%,,51%,45%,,36%,,214,40%,3%,970-1200,,13%,,76%,,2%,,,,,,,
293-381,East Tennessee State University,1,public,2.1,73%,8,52%,41%,8,32%,4,214,43%,9%,19-26,4,N/A,,85%,4,N/A,,,,,,,
293-381,Ferris State University (MI),,public,2.1,78%,,52%,50%,,41%,,285,52%,3%,940-1170,9,N/A,,81%,,2%,,,,,,,
293-381,Georgia Southern University,,public,2.4,80%,,60%,50%,,47%,,113,26%,10%,1060-1200,,18%,,68%,,5%,4,,,,,,
293-381,Grand Canyon University (AZ),1,proprietary,1.8,66%,8,42%,39%,6,N/A,,42,N/A,N/A,N/A,2,N/A,,67%,4,N/A,,,,,,,
293-381,Husson University (ME),,private,1.7,75%,,44%,55%,,47%,,70,51%,0.20%,930-1140,,12%,,83%,,3%,,,,,,,
293-381,Indiana State University,,public,2.5,65%,,43%,41%,,32%,,78,31%,8%,910-1120,,11%,,90%,,6%,,,,,,,
293-381,Indiana Univ. of Pennsylvania,,public,2.1,73%,,47%,56%,,48%,,138,35%,10%,910-1120,3,8%,,93%,,5%,,,,,,,
293-381,Jackson State University (MS),,public,2.0,66%,,44%,37%,6,N/A,,105,39%,10%,17-22,,N/A,,69%,,N/A,,,,,,,
293-381,Kennesaw State University (GA),,public,2.4,79%,,55%,43%,,45%,,90,27%,13%,1080-1270,,16%,,58%,,2%,,,,,,,
293-381,Lamar University (TX),,public,1.9,63%,,42%,27%,,21%,,335,38%,10%,950-1100,,15%,,84%,,1%,,,,,,,
293-381,Liberty University (VA),,private,1.7,83%,,48%,55%,,41%,,335,33%,4%,980-1180,3,24%,5,56%,,1%,,,,,,,
293-381,Lindenwood University (MO),,private,1.8,70%,,54%,50%,,46%,,224,65%,0%,20-25,2,N/A,,88%,,5%,,,,,,,
293-381,Marshall University (WV),,public,2.4,73%,,51%,46%,,36%,,147,48%,3%,19-25,,N/A,,91%,,4%,,,,,,,
293-381,Metropolitan State University (MN),1,public,1.8,72%,8,48%,33%,6,N/A,,328,N/A,N/A,N/A,2,N/A,,56%,4,N/A,,,,,,,
293-381,Middle Tennessee State Univ.,,public,2.2,76%,,53%,44%,,38%,,80,46%,7%,20-26,,N/A,,94%,,3%,,,,,,,
293-381,Mississippi College,,private,2.0,79%,,69%,53%,,33%,,303,59%,3%,21-28,3,33%,,38%,,5%,,,,,,,
293-381,Missouri State University,,public,2.4,78%,8,60%,54%,,45%,,75,26%,13%,21-26,,22%,,85%,,5%,,,,,,,
293-381,Morgan State University (MD),,public,2.2,74%,,42%,39%,,35%,,108,46%,2%,920-1080,,7%,,66%,,16%,,,,,,,
293-381,National Louis University (IL),,private,1.9,65%,8,46%,40%,6,N/A,,328,70%,0%,15-18,9,N/A,,86%,,N/A,,,,,,,
293-381,Northern Arizona University,,public,2.5,75%,,55%,52%,,42%,,224,30%,17%,19-25,2,21%,,83%,,3%,,,,,,,
293-381,Northern Illinois University,,public,2.4,73%,,50%,46%,,32%,,200,49%,8%,940-1170,,12%,,54%,,4%,,,,,,,
293-381,Northern Kentucky University,,public,2.2,71%,,50%,44%,,33%,,354,38%,4%,20-26,,12%,4,89%,,4%,,,,,,,
293-381,Oakland University (MI),,public,2.2,76%,,59%,55%,,49%,,234,37%,13%,1010-1240,,21%,,84%,,3%,,,,,,,
293-381,Our Lady of the Lake University (TX),,private,1.8,61%,,38%,37%,,34%,,49,58%,0%,910-1080,,14%,,93%,,12%,,,,,,,
293-381,Palm Beach Atlantic University (FL),,private,1.7,75%,,58%,54%,,45%,,165,63%,1%,1000-1220,,16%,4,95%,,2%,,,,,,,
293-381,Portland State University (OR),,public,2.6,72%,,49%,47%,,46%,,26,28%,16%,1010-1230,2,16%,,90%,,1%,,,,,,,
293-381,Roosevelt University (IL),,private,2.2,67%,,46%,39%,,33%,,165,65%,2%,1010-1180,,N/A,5,65%,,4%,,,,,,,
293-381,Southern Illinois University--Edwardsville,,public,2.1,74%,,58%,47%,,37%,,315,48%,8%,21-27,,19%,,87%,,3%,,,,,,,
293-381,Spalding University (KY),1,private,1.8,72%,8,43%,45%,6,N/A,,270,N/A,N/A,18-23,4,N/A,,59%,4,N/A,,,,,,,
293-381,Stephen F. Austin State University (TX),1,public,2.3,71%,8,50%,43%,8,N/A,,125,30%,9%,990-1180,4,13%,4,65%,4,3%,4,,,,,,
293-381,Tennessee State University,,public,2.1,52%,8,41%,30%,,29%,,186,60%,2%,17-21,,N/A,,52%,,N/A,,,,,,,
293-381,Texas A&M University--Commerce,,public,2.2,68%,,44%,43%,,34%,,165,34%,5%,960-1140,,16%,,34%,,3%,,,,,,,
293-381,Texas A&M University--Corpus Christi,,public,2.2,58%,,44%,37%,,30%,,241,27%,16%,980-1160,,14%,,87%,,4%,,,,,,,
293-381,Texas A&M Univ.--Kingsville,,public,2.1,69%,,34%,37%,,31%,,165,31%,5%,940-1130,,14%,,89%,,1%,,,,,,,
293-381,Texas Southern University,,public,2.1,52%,,30%,21%,,21%,,204,34%,13%,830-990,,4%,,57%,,3%,,,,,,,
293-381,Texas State University,,public,2.2,78%,,52%,55%,,50%,,138,28%,16%,1010-1180,,13%,,78%,,4%,,,,,,,
293-381,Texas Wesleyan University,,private,2.1,52%,,48%,38%,,38%,,159,71%,0%,975-1090,,10%,,36%,,7%,,,,,,,
293-381,Texas Woman's University,,public,2.3,77%,,44%,43%,,36%,,200,30%,11%,970-1160,2,18%,,87%,,2%,,,,,,,
293-381,Touro College (NY),,private,1.8,71%,,61%,45%,,33%,,200,86%,1%,1085-1350,2,N/A,,71%,,N/A,,,,,,,
293-381,Trevecca Nazarene University (TN),,private,1.7,78%,8,56%,55%,,49%,,147,56%,6%,19-25,3,22%,,64%,,5%,4,,,,,,
293-381,Trinity International University (IL),,private,1.8,64%,,51%,46%,,43%,,125,83%,0%,20-27,4,N/A,,75%,4,N/A,,,,,,,
293-381,University of Akron (OH),,public,2.2,73%,,49%,45%,,31%,,335,45%,7%,19-26,,16%,,69%,,3%,,,,,,,
293-381,University of Arkansas--Little Rock,,public,2.4,69%,,50%,35%,,29%,,214,N/A,N/A,18-25,,N/A,,65%,,N/A,,,,,,,
293-381,University of Bridgeport (CT),,private,1.9,65%,,36%,42%,,36%,,119,71%,1%,900-1090,,6%,,57%,,4%,,,,,,,
293-381,University of Central Arkansas,,public,2.1,73%,,55%,41%,,32%,,270,48%,2%,21-27,,21%,,91%,,6%,,,,,,,
293-381,University of Charleston (WV),,private,2.3,65%,,53%,46%,,23%,,377,53%,1%,18-23,2,N/A,,50%,,5%,,,,,,,
293-381,University of Colorado--Colorado Springs,,public,2.7,68%,,57%,45%,,40%,,265,44%,8%,1010-1210,,13%,,91%,,5%,,,,,,,
293-381,University of Hawaii--Hilo,,public,2.5,67%,8,46%,41%,,36%,,119,55%,2%,17-23,,22%,,79%,,N/A,,,,,,,
