state,expenditure,year,raw,inf_adj,inf_adj_perchild
Rhode Island,HCD,2000,115218,157003.0938,593.865156
South Carolina,HCD,2000,167489,228230.75,212.79721
South Dakota,HCD,2000,29977,40848.49219,189.692125
Tennessee,HCD,2000,293025,399293.7813,269.900322
Texas,HCD,2000,945245,1288048.625,206.472903
Utah,HCD,2000,97837,133318.6719,173.506394
Vermont,HCD,2000,75179,102443.5,654.072821
Virginia,HCD,2000,567244,772961.3125,420.35383
Washington,HCD,2000,433259,590385.1875,368.546635
West Virginia,HCD,2000,92288,125757.2656,294.750959
Wisconsin,HCD,2000,266570,363244.5625,250.198424
Wyoming,HCD,2000,6525,8891.363281,64.867795
Alabama,lib,2000,59130,80574.14844,67.847461
Alaska,lib,2000,23480,31995.2832,160.171017
Arizona,lib,2000,106788,145515.8594,100.453518
Arkansas,lib,2000,42457,57854.50391,80.352023
California,lib,2000,735967,1002873.625,102.74557
Colorado,lib,2000,119425,162735.7969,139.252648
Connecticut,lib,2000,105977,144410.7344,163.177818
Delaware,lib,2000,19759,26924.82031,130.473733
District of Columbia,lib,2000,25130,34243.67188,277.440697
Florida,lib,2000,274939,374648.6875,97.112656
Georgia,lib,2000,88421,120487.8594,52.438349
Hawaii,lib,2000,0,0,0
Idaho,lib,2000,22666,30886.07617,78.491658
Illinois,lib,2000,418241,569920.75,166.357964
Indiana,lib,2000,183281,249749.8906,149.794906
Iowa,lib,2000,77014,104943.9844,134.552017
Kansas,lib,2000,64187,87465.125,115.667991
Kentucky,lib,2000,47823,65166.54297,61.889142
Louisiana,lib,2000,78722,107271.4063,83.025157
Maine,lib,2000,25999,35427.82422,111.024208
Maryland,lib,2000,179081,244026.7188,171.127573
Massachusetts,lib,2000,199559,271931.2813,171.330154
Michigan,lib,2000,258374,352076.1875,128.468186
Minnesota,lib,2000,128413,174983.4063,128.190443
Mississippi,lib,2000,40830,55637.45313,67.704573
Missouri,lib,2000,113004,153986.1563,101.875916
Montana,lib,2000,15120,20603.43555,84.33558
Nebraska,lib,2000,28487,38818.125,81.332318
Nevada,lib,2000,48640,66279.83594,122.43367
New Hampshire,lib,2000,23031,31383.44727,95.781989
New Jersey,lib,2000,228446,311294.4688,142.09272
New Mexico,lib,2000,27695,37738.89844,70.298351
New York,lib,2000,729272,993750.5625,200.952873
North Carolina,lib,2000,140064,190859.7656,91.867134
North Dakota,lib,2000,8207,11183.35938,65.233819
Ohio,lib,2000,327893,446807.0313,146.470532
Oklahoma,lib,2000,56881,77509.52344,81.883579
Oregon,lib,2000,104645,142595.6719,158.936396
Pennsylvania,lib,2000,147410,200869.875,64.953879
Rhode Island,lib,2000,22359,30467.74023,115.244411
South Carolina,lib,2000,63341,86312.32031,80.475666
South Dakota,lib,2000,13228,18025.28125,83.705753
Tennessee,lib,2000,69191,94283.88281,63.73065
Texas,lib,2000,249888,340512.6563,54.58384
Utah,lib,2000,55145,75143.94531,97.795419
Vermont,lib,2000,10071,13723.36035,87.619781
Virginia,lib,2000,191115,260424.9688,141.624972
Washington,lib,2000,178980,243889.0781,152.24722
West Virginia,lib,2000,20953,28551.83789,66.920042
Wisconsin,lib,2000,162718,221729.4844,152.724564
Wyoming,lib,2000,14775,20133.31836,146.884546
Alabama,parkrec,2000,216101,294472.4375,247.960508
Alaska,parkrec,2000,48002,65410.45703,327.450126
Arizona,parkrec,2000,329591,449120.8438,310.040206
Arkansas,parkrec,2000,103866,141534.1563,196.571663
California,parkrec,2000,2576541,3510952.25,359.701157
Colorado,parkrec,2000,549333,748554.6875,640.536547
Connecticut,parkrec,2000,168828,230055.3438,259.952486
Delaware,parkrec,2000,37588,51219.70703,248.203188
District of Columbia,parkrec,2000,50985,69475.27344,562.885523
Florida,parkrec,2000,1108440,1510428.125,391.517967
Georgia,parkrec,2000,396491,540282.875,235.140234
Hawaii,parkrec,2000,125472,170975.8125,550.233841
Idaho,parkrec,2000,71844,97899.02344,248.793557
Illinois,parkrec,2000,1530170,2085103.125,608.634651
Indiana,parkrec,2000,295318,402418.3438,241.362333
Iowa,parkrec,2000,179918,245167.2656,314.336747
Kansas,parkrec,2000,145236,197907.4531,261.722118
Kentucky,parkrec,2000,175814,239574.9063,227.526039
Louisiana,parkrec,2000,267505,364518.6563,282.127529
Maine,parkrec,2000,48583,66202.16406,207.465261
Maryland,parkrec,2000,457433,623326.125,437.117249
Massachusetts,parkrec,2000,201586,274693.4063,173.070431
Michigan,parkrec,2000,488831,666111,243.055552
Minnesota,parkrec,2000,477124,650158.3125,476.297021
Mississippi,parkrec,2000,110599,150708.9531,183.395982
Missouri,parkrec,2000,322037,438827.2813,290.32436
Montana,parkrec,2000,38929,53047.03516,217.136234
Nebraska,parkrec,2000,98437,134136.2656,281.044304
Nevada,parkrec,2000,291873,397723.9688,734.685063
New Hampshire,parkrec,2000,49837,67910.9375,207.263544
New Jersey,parkrec,2000,570964,778030.4375,355.137914
New Mexico,parkrec,2000,163417,222681.9844,414.802164
New York,parkrec,2000,1278418,1742050.5,352.271557
North Carolina,parkrec,2000,411433,560643.75,269.856423
North Dakota,parkrec,2000,73661,100374.9766,585.49875
Ohio,parkrec,2000,612616,834788,273.656934
Oklahoma,parkrec,2000,173341,236205.0313,249.534681
Oregon,parkrec,2000,247674,337495.7188,376.170993
Pennsylvania,parkrec,2000,463265,631273.1875,204.130381
Rhode Island,parkrec,2000,39071,53240.53125,201.382622
South Carolina,parkrec,2000,180179,245522.9219,228.920043
South Dakota,parkrec,2000,63204,86125.63281,399.949998
Tennessee,parkrec,2000,359279,489575.5313,330.925763
Texas,parkrec,2000,891919,1215383.375,194.82474
Utah,parkrec,2000,169150,230494.125,299.974531
Vermont,parkrec,2000,18203,24804.51953,158.369854
Virginia,parkrec,2000,483022,658195.3125,357.941478
Washington,parkrec,2000,454433,619238.1875,386.558056
West Virginia,parkrec,2000,93914,127972.9531,299.944103
Wisconsin,parkrec,2000,370071,504281.3438,347.342819
Wyoming,parkrec,2000,42323,57671.90625,420.750916
Alabama,PK12ed,2001,4140052.5,5509615,4651.033878
Alaska,PK12ed,2001,1188460.5,1581612.75,7947.722912
Arizona,PK12ed,2001,4427480.5,5892126.5,4002.365589
Arkansas,PK12ed,2001,2451202,3262079.25,4542.166233
California,PK12ed,2001,41025508,54597072,5559.020996
Colorado,PK12ed,2001,4487114,5971487,5014.390469
Connecticut,PK12ed,2001,5027140,6690158,7502.92778
Delaware,PK12ed,2001,974989.5,1297523.75,6236.56559
District of Columbia,PK12ed,2001,910714.5,1211986.125,9786.314964
Florida,PK12ed,2001,14015765,18652292,4760.084629
Georgia,PK12ed,2001,9645792,12836697,5495.224953
Hawaii,PK12ed,2001,1129801.5,1503548.875,4847.046375
Idaho,PK12ed,2001,1330691,1770894.125,4466.608524
Illinois,PK12ed,2001,14146961,18826888,5493.169308
Indiana,PK12ed,2001,6399746.5,8516834,5100.126743
Iowa,PK12ed,2001,3103548.5,4130227,5336.051941
Kansas,PK12ed,2001,2948670.5,3924114.25,5212.899208
Kentucky,PK12ed,2001,3494221,4650137,4422.804832
Louisiana,PK12ed,2001,4477461.5,5958641.5,4664.652824
Maine,PK12ed,2001,1562186.5,2078970.25,6537.47797
Maryland,PK12ed,2001,6217327,8274068.5,5747.301579
Massachusetts,PK12ed,2001,8282041,11021806,6916.267872
Michigan,PK12ed,2001,13119811,17459948,6379.449844
Minnesota,PK12ed,2001,6150938,8185717.5,5991.463661
Mississippi,PK12ed,2001,2493235,3318017,4073.540688
Missouri,PK12ed,2001,5833379,7763107,5145.390034
Montana,PK12ed,2001,971995.5,1293539.375,5359.111309
Nebraska,PK12ed,2001,1861031.5,2476675.5,5207.081795
Nevada,PK12ed,2001,1934425,2574348.25,4599.390984
New Hampshire,PK12ed,2001,1469713,1955905.75,5930.54533
New Jersey,PK12ed,2001,13820710,18392710,8330.16777
New Mexico,PK12ed,2001,1960039,2608435.5,4898.682117
New York,PK12ed,2001,31398412,41785256,8463.815689
North Carolina,PK12ed,2001,7818608,10405066,4912.796021
North Dakota,PK12ed,2001,635597,845857.5625,5051.3134
Ohio,PK12ed,2001,13021845,17329574,5703.42207
Oklahoma,PK12ed,2001,3536054.5,4705809.5,5008.807182
Oregon,PK12ed,2001,3900159.5,5190363.5,5781.144619
Pennsylvania,PK12ed,2001,13935164,18545028,6017.803192
Rhode Island,PK12ed,2001,1402344.5,1866251.25,7041.527748
South Carolina,PK12ed,2001,4254415.5,5661810,5251.996517
South Dakota,PK12ed,2001,737159.5,981017.75,4603.728771
Tennessee,PK12ed,2001,4993365,6645210,4473.605633
Texas,PK12ed,2001,24460490,32552214,5156.778812
Utah,PK12ed,2001,2215334,2948184,3819.232464
Vermont,PK12ed,2001,841559,1119953.375,7179.418564
Virginia,PK12ed,2001,8517032,11334534,6102.477551
Washington,PK12ed,2001,6468907.5,8608874,5374.083996
West Virginia,PK12ed,2001,2025897,2696079.75,6412.534714
Wisconsin,PK12ed,2001,7021194,9343861,6445.126534
Wyoming,PK12ed,2001,711298,946601.0625,7043.739319
Alabama,highered,2001,1145855.5,1524913.625,1287.281513
Alaska,highered,2001,285804,380350.25,1911.288619
Arizona,highered,2001,1361458,1811839.125,1230.734348
Arkansas,highered,2001,661648.5,880527.0625,1226.058602
California,highered,2001,11048932,14704007,1497.147679
Colorado,highered,2001,1122641.5,1494020.25,1254.56202
Connecticut,highered,2001,769192,1023646.813,1148.006916
Delaware,highered,2001,243995.5,324711.1563,1560.728669
District of Columbia,highered,2001,61852,82313.13281,664.646387
Florida,highered,2001,2971961.5,3955110,1009.348273
Georgia,highered,2001,1935441,2575700.25,1102.624178
Hawaii,highered,2001,463327.5,616599.9375,1987.756014
Idaho,highered,2001,325710.5,433458.125,1093.28258
Illinois,highered,2001,2794277.5,3718646.75,1084.999084
Indiana,highered,2001,1271420.5,1692016.5,1013.228416
Iowa,highered,2001,965961,1285508.625,1660.814524
Kansas,highered,2001,917695.5,1221276.5,1622.37668
Kentucky,highered,2001,1067319.5,1420397.25,1350.95799
Louisiana,highered,2001,932300.5,1240712.875,971.277535
Maine,highered,2001,219549,292177.5625,918.774247
Maryland,highered,2001,1523476.5,2027454.625,1408.302784
Massachusetts,highered,2001,1086849,1446387.25,907.619119
Michigan,highered,2001,2737521,3643114.75,1331.107497
Minnesota,highered,2001,1347730.5,1793570.5,1312.788129
Mississippi,highered,2001,879176,1170014.375,1436.430573
Missouri,highered,2001,1090119,1450739,961.550295
Montana,highered,2001,191351,254651.4375,1055.016518
Nebraska,highered,2001,594904.5,791703.625,1664.515734
Nevada,highered,2001,408240,543289.0625,970.653057
New Hampshire,highered,2001,120792.5,160751.625,487.418592
New Jersey,highered,2001,1720191.5,2289244.5,1036.812425
New Mexico,highered,2001,861218,1146115.75,2152.422905
New York,highered,2001,3903560,5194888.5,1052.250981
North Carolina,highered,2001,2668048,3550659.5,1676.458955
North Dakota,highered,2001,221775.5,295140.5938,1762.527943
Ohio,highered,2001,1950083,2595186,854.114532
Oklahoma,highered,2001,827988,1101893,1172.841668
Oregon,highered,2001,1147450.5,1527036.25,1700.847507
Pennsylvania,highered,2001,1975655,2629217.5,853.172779
Rhode Island,highered,2001,179695,239139.5313,902.294159
South Carolina,highered,2001,935007.5,1244315.375,1154.24931
South Dakota,highered,2001,144751,192635.7813,904.002905
Tennessee,highered,2001,1273310.5,1694531.75,1140.771627
Texas,highered,2001,5684405.5,7564852,1198.390722
Utah,highered,2001,893713,1189360.375,1540.759921
Vermont,highered,2001,101232.5,134721.0156,863.623917
Virginia,highered,2001,1667533.5,2219166.75,1194.79239
Washington,highered,2001,1760431,2342795.5,1462.488532
West Virginia,highered,2001,442782.5,589258.5,1401.531458
Wisconsin,highered,2001,1725017.5,2295667,1583.485126
Wyoming,highered,2001,192994.5,256838.6094,1911.157966
Alabama,edsubs,2001,165743.5,220572.7656,186.200202
Alaska,edsubs,2001,7080,9422.120117,47.34686
Arizona,edsubs,2001,153468.5,204237.0938,138.732851
Arkansas,edsubs,2001,143774.5,191336.25,266.419351
California,edsubs,2001,1455108.5,1936470,197.169498
Colorado,edsubs,2001,127223.5,169310.0469,142.173409
Connecticut,edsubs,2001,114995,153036.2656,171.628237
Delaware,edsubs,2001,52739,70185.48438,337.347507
District of Columbia,edsubs,2001,0,0,0
Florida,edsubs,2001,663336.5,882773.5,225.28474
Georgia,edsubs,2001,570852.5,759695.0625,325.215697
Hawaii,edsubs,2001,6974.5,9281.719727,29.921824
Idaho,edsubs,2001,29343,39049.89844,98.492965
Illinois,edsubs,2001,698940,930154.9375,271.393687
Indiana,edsubs,2001,300822,400336.3125,239.732966
Iowa,edsubs,2001,176056.5,234297.3906,302.700818
Kansas,edsubs,2001,126809,168758.4219,224.183246
Kentucky,edsubs,2001,227770,303118.125,288.299531
Louisiana,edsubs,2001,303920.5,404459.8125,316.626638
Maine,edsubs,2001,41834,55673.01953,175.067991
Maryland,edsubs,2001,273007,363319.875,252.367854
Massachusetts,edsubs,2001,214697,285720.4688,179.291785
Michigan,edsubs,2001,266100,354128,129.389957
Minnesota,edsubs,2001,293764,390943.4688,286.147624
Mississippi,edsubs,2001,144016.5,191658.2969,235.299543
Missouri,edsubs,2001,197308,262579.0625,174.037486
Montana,edsubs,2001,42491,56547.35938,234.27473
Nebraska,edsubs,2001,54357.5,72339.39063,152.089819
Nevada,edsubs,2001,30959.5,41201.14844,73.610939
New Hampshire,edsubs,2001,48032,63921.36719,193.817407
New Jersey,edsubs,2001,359542,478481.3438,216.707036
New Mexico,edsubs,2001,95650,127291.7813,239.055917
New York,edsubs,2001,960137,1277758,258.816361
North Carolina,edsubs,2001,254694,338948.8125,160.036117
North Dakota,edsubs,2001,18270,24313.86133,145.198122
Ohio,edsubs,2001,842789,1121590.25,369.132131
Oklahoma,edsubs,2001,113511,151061.3438,160.78788
Oregon,edsubs,2001,89428,119011.4922,132.55769
Pennsylvania,edsubs,2001,621848.5,827560.9375,268.540919
Rhode Island,edsubs,2001,36783.5,48951.77344,184.699282
South Carolina,edsubs,2001,208115,276961.0938,256.914079
South Dakota,edsubs,2001,9613.5,12793.72266,60.038492
Tennessee,edsubs,2001,123987.5,165003.5469,111.081637
Texas,edsubs,2001,513393,683227.5,108.233906
Utah,edsubs,2001,56274.5,74890.55469,97.017162
Vermont,edsubs,2001,52534,69912.66406,448.17248
Virginia,edsubs,2001,276822.5,368397.5938,198.344097
Washington,edsubs,2001,354238,471422.75,294.285327
West Virginia,edsubs,2001,54471,72490.4375,172.416061
Wisconsin,edsubs,2001,189854.5,252659.875,174.277514
Wyoming,edsubs,2001,23875,31773.03906,236.425892
Alabama,edservs,2001,285392,379801.9375,320.616186
Alaska,edservs,2001,52407.5,69744.32031,350.470454
Arizona,edservs,2001,133147.5,177193.75,120.363027
Arkansas,edservs,2001,204602.5,272286.625,379.135817
California,edservs,2001,1368923,1821773.625,185.491219
Colorado,edservs,2001,102027,135778.3438,114.016093
Connecticut,edservs,2001,183314.5,243956.3906,273.594022
Delaware,edservs,2001,74168,98703.36719,474.419087
District of Columbia,edservs,2001,0,0,0
Florida,edservs,2001,445016.5,592231.5,151.138112
Georgia,edservs,2001,353104,469913.625,201.163977
Hawaii,edservs,2001,14294.5,19023.23438,61.325904
Idaho,edservs,2001,52237.5,69518.07813,175.340831
Illinois,edservs,2001,607435,808379.3125,235.862911
Indiana,edservs,2001,218792.5,291170.8125,174.361512
Iowa,edservs,2001,144890,192820.7656,249.115035
Kansas,edservs,2001,77304.5,102877.4453,136.66518
Kentucky,edservs,2001,216004,287459.8438,273.406744
Louisiana,edservs,2001,255258,339699.375,265.929669
Maine,edservs,2001,65101.5,86637.59375,272.438407
Maryland,edservs,2001,230239.5,306404.5625,212.833568
Massachusetts,edservs,2001,430122,572409.8125,359.191567
Michigan,edservs,2001,233845,311202.7813,113.706097
Minnesota,edservs,2001,224853.5,299236.8125,219.023749
Mississippi,edservs,2001,140861.5,187459.6094,230.144799
Missouri,edservs,2001,280356.5,373100.6563,247.291237
Montana,edservs,2001,93609.5,124576.2656,516.117275
Nebraska,edservs,2001,62023.5,82541.36719,173.538938
Nevada,edservs,2001,38093,50694.46875,90.571932
New Hampshire,edservs,2001,18576,24721.08789,74.957363
New Jersey,edservs,2001,81779,108832.1406,49.290724
New Mexico,edservs,2001,53195,70792.32813,132.949084
New York,edservs,2001,337546,449208.9063,90.989545
North Carolina,edservs,2001,277486.5,369281.25,174.357712
North Dakota,edservs,2001,31863.5,42404.19922,253.230453
Ohio,edservs,2001,224881,299273.4375,98.495364
Oklahoma,edservs,2001,141104,187782.3281,199.873269
Oregon,edservs,2001,86107.5,114592.5469,127.635777
Pennsylvania,edservs,2001,1170513,1557728,505.477846
Rhode Island,edservs,2001,67241.5,89485.52344,337.63662
South Carolina,edservs,2001,160159.5,213141.5313,197.713912
South Dakota,edservs,2001,39834.5,53012.07031,248.775512
Tennessee,edservs,2001,186840.5,248648.8281,167.392269
Texas,edservs,2001,531586,707438.875,112.069368
Utah,edservs,2001,138317,184073.3594,238.458306
Vermont,edservs,2001,30879,41094.01953,263.431638
Virginia,edservs,2001,247448.5,329306.4375,177.297547
Washington,edservs,2001,249235.5,331684.5938,207.053885
West Virginia,edservs,2001,120268.5,160054.2813,380.68372
Wisconsin,edservs,2001,182844,243330.25,167.842209
Wyoming,edservs,2001,34565.5,46000.04297,342.290252
Alabama,pell,2001,195815.685,260593.0781,219.984025
Alaska,pell,2001,11815.594,15724.28613,79.015717
Arizona,pell,2001,156775.578,208638.1875,141.722396
Arkansas,pell,2001,117507.516,156379.9375,217.745677
California,pell,2001,1237130.177,1646382.625,167.633072
Colorado,pell,2001,115346.108,153503.5156,128.900319
Connecticut,pell,2001,60506.726,80522.83594,90.305343
Delaware,pell,2001,15808.327,21037.84766,101.118706
District of Columbia,pell,2001,16527.19,21994.51563,177.59712
Florida,pell,2001,568425.542,756465.25,193.050742
Georgia,pell,2001,246233.685,327689.75,140.27977
Hawaii,pell,2001,33290.167,44302.82031,142.820641
Idaho,pell,2001,59728.153,79486.70313,200.484022
Illinois,pell,2001,361049.585,480487.6563,140.19312
Indiana,pell,2001,172033.381,228943.3906,137.097925
Iowa,pell,2001,104133.765,138582.0469,179.041252
Kansas,pell,2001,87676.214,116680.2031,155.001134
Kentucky,pell,2001,151707.45,201893.4844,192.023471
Louisiana,pell,2001,210123.177,279633.5938,218.907893
Maine,pell,2001,41103.713,54701.14844,172.011867
Maryland,pell,2001,137444.295,182911.9688,127.053618
Massachusetts,pell,2001,138372.936,184147.7969,115.554154
Michigan,pell,2001,283524.845,377317.125,137.862697
Minnesota,pell,2001,138546.458,184378.7344,134.954393
Mississippi,pell,2001,169921.508,226132.8906,277.6241
Missouri,pell,2001,171996.72,228894.6094,151.711419
Montana,pell,2001,44421.35,59116.28516,244.917735
Nebraska,pell,2001,55730.411,74166.47656,155.93116
Nevada,pell,2001,38746.008,51563.49609,92.124559
New Hampshire,pell,2001,22679.135,30181.57422,91.514222
New Jersey,pell,2001,232059.69,308826.875,139.869526
New Mexico,pell,2001,85815.09,114203.4063,214.475751
New York,pell,2001,853828.874,1136282.25,230.15973
North Carolina,pell,2001,247731.227,329682.6875,155.661076
North Dakota,pell,2001,30522.593,40619.71094,242.573798
Ohio,pell,2001,336980.621,448456.5,147.593737
Oklahoma,pell,2001,146526.044,194998.0313,207.553566
Oregon,pell,2001,117844.153,156827.9375,174.678504
Pennsylvania,pell,2001,343106.794,456609.25,148.168266
Rhode Island,pell,2001,25828.98,34373.41406,129.693866
South Carolina,pell,2001,145083.595,193078.4063,179.103002
South Dakota,pell,2001,31824.064,42351.71875,198.748514
Tennessee,pell,2001,175663.384,233774.2344,157.378584
Texas,pell,2001,753034.943,1002144.875,158.755392
Utah,pell,2001,95636.228,127273.4531,164.876729
Vermont,pell,2001,16900.326,22491.08789,144.178256
Virginia,pell,2001,182595.377,242999.375,130.830094
Washington,pell,2001,169465.35,225525.8438,140.784353
West Virginia,pell,2001,72984.687,97128.60156,231.017113
Wisconsin,pell,2001,128686.668,171257.2344,118.128315
Wyoming,pell,2001,17011.577,22639.14258,168.459788
Alabama,HeadStartPriv,2001,82295.27645,109519.2109,92.452481
Alaska,HeadStartPriv,2001,11656.051,15511.96582,77.948794
Arizona,HeadStartPriv,2001,69516.69537,92513.375,62.841885
Arkansas,HeadStartPriv,2001,50707.95022,67482.54688,93.963668
California,HeadStartPriv,2001,522473.1759,695311.4375,70.795931
Colorado,HeadStartPriv,2001,34894.50974,46437.89063,38.994927
Connecticut,HeadStartPriv,2001,38860.12656,51715.36719,57.998132
Delaware,HeadStartPriv,2001,11830.73,15744.42969,75.675815
District of Columbia,HeadStartPriv,2001,17146.4007,22818.56641,184.25101
Florida,HeadStartPriv,2001,148077.6712,197062.9375,50.29067
Georgia,HeadStartPriv,2001,142022.8633,189005.1563,80.910675
Hawaii,HeadStartPriv,2001,21165.615,28167.36914,90.804189
Idaho,HeadStartPriv,2001,16552.18283,22027.77734,55.559199
Illinois,HeadStartPriv,2001,213873.1072,284624.0313,83.045483
Indiana,HeadStartPriv,2001,74677.18043,99380.98438,59.512209
Iowa,HeadStartPriv,2001,44167.77339,58778.82422,75.93938
Kansas,HeadStartPriv,2001,30259.36392,40269.40234,53.49496
Kentucky,HeadStartPriv,2001,62748.63375,83506.38281,79.423986
Louisiana,HeadStartPriv,2001,94172.58302,125325.625,98.1097
Maine,HeadStartPriv,2001,24740.01447,32924.20703,103.532635
Maryland,HeadStartPriv,2001,57379.95335,76361.69531,53.042069
Massachusetts,HeadStartPriv,2001,92342.16771,122889.6953,77.114224
Michigan,HeadStartPriv,2001,169004.9045,224913.0781,82.177892
Minnesota,HeadStartPriv,2001,63556.35179,84581.29688,61.908536
Mississippi,HeadStartPriv,2001,141982.3141,188951.1875,231.976017
Missouri,HeadStartPriv,2001,100163.2363,133298.0313,88.349976
Montana,HeadStartPriv,2001,18298.65653,24351.99805,100.889906
Nebraska,HeadStartPriv,2001,26497.64795,35263.28125,74.139215
Nevada,HeadStartPriv,2001,18366.961,24442.89844,43.670259
New Hampshire,HeadStartPriv,2001,12387.68,16485.62305,49.986426
New Jersey,HeadStartPriv,2001,117758.9752,156714.5781,70.976965
New Mexico,HeadStartPriv,2001,37272.97434,49603.17188,93.155518
New York,HeadStartPriv,2001,388516.8011,517041.25,104.729325
North Carolina,HeadStartPriv,2001,108789.6673,144778.1563,68.357617
North Dakota,HeadStartPriv,2001,6383.197591,8494.810547,50.729521
Ohio,HeadStartPriv,2001,207143.7607,275668.5625,90.726644
Oklahoma,HeadStartPriv,2001,72189.686,96070.60938,102.25641
Oregon,HeadStartPriv,2001,47869.59022,63705.23047,70.956327
Pennsylvania,HeadStartPriv,2001,154381.9729,205452.7656,66.668779
Rhode Island,HeadStartPriv,2001,20412.042,27164.50781,102.494039
South Carolina,HeadStartPriv,2001,74108.48787,98624.16406,91.485545
South Dakota,HeadStartPriv,2001,14758.03745,19640.11328,92.167296
Tennessee,HeadStartPriv,2001,88457.95052,117720.5469,79.250358
Texas,HeadStartPriv,2001,290479.4904,386572.4063,61.239105
Utah,HeadStartPriv,2001,32189.4069,42837.91797,55.494491
Vermont,HeadStartPriv,2001,9494.020771,12634.71875,80.994383
Virginia,HeadStartPriv,2001,64728.07105,86140.63281,46.377845
Washington,HeadStartPriv,2001,52527.09642,69903.47656,43.637197
West Virginia,HeadStartPriv,2001,38688.59646,51487.09375,122.460321
Wisconsin,HeadStartPriv,2001,65953.11063,87770.92188,60.541857
Wyoming,HeadStartPriv,2001,9731.587388,12950.87402,96.368559
Alabama,TANFbasic,2001,31861.159,42401.08594,35.793588
Alaska,TANFbasic,2001,51217.598,68160.78906,342.513084
Arizona,TANFbasic,2001,91276.949,121472.0938,82.512781
Arkansas,TANFbasic,2001,24602.944,32741.79297,45.590144
California,TANFbasic,2001,3137518.842,4175435,425.138742
Colorado,TANFbasic,2001,55173.679,73425.57031,61.657082
Connecticut,TANFbasic,2001,151081.522,201060.4844,225.486785
Delaware,TANFbasic,2001,20578.715,27386.31836,131.632715
District of Columbia,TANFbasic,2001,67393.207,89687.41406,724.190831
Florida,TANFbasic,2001,251433.103,334609.1875,85.392617
Georgia,TANFbasic,2001,172434.828,229477.6406,98.236427
Hawaii,TANFbasic,2001,125701.802,167284.9531,539.28268
Idaho,TANFbasic,2001,4570.543,6082.515137,15.341523
Illinois,TANFbasic,2001,190590.551,253639.4219,74.005023
Indiana,TANFbasic,2001,119632.254,159207.5625,95.338091
Iowa,TANFbasic,2001,77767.716,103493.8984,133.709073
Kansas,TANFbasic,2001,77767.716,103493.8984,137.484089
Kentucky,TANFbasic,2001,113007.306,150391.0156,143.038824
Louisiana,TANFbasic,2001,65872.704,87663.92188,68.626679
Maine,TANFbasic,2001,67818.834,90253.84375,283.80999
Maryland,TANFbasic,2001,224198.072,298364.5938,207.248867
Massachusetts,TANFbasic,2001,285808.216,380355.8438,238.676205
Michigan,TANFbasic,2001,328517.13,437193.2188,159.740001
Minnesota,TANFbasic,2001,183673.209,244433.7656,178.911135
Mississippi,TANFbasic,2001,30981.179,41230,50.618209
Missouri,TANFbasic,2001,148463.493,197576.3906,130.953699
Montana,TANFbasic,2001,25576.565,34037.49609,141.016752
Nebraska,TANFbasic,2001,39349.872,52367.12109,110.099152
Nevada,TANFbasic,2001,25256.381,33611.39453,60.050908
New Hampshire,TANFbasic,2001,26908.051,35809.44922,108.57863
New Jersey,TANFbasic,2001,198796.258,264559.6563,119.820639
New Mexico,TANFbasic,2001,105894.44,140925.1563,264.659613
New York,TANFbasic,2001,1619616.753,2155398.75,436.586946
North Carolina,TANFbasic,2001,135038.072,179709.7344,84.850714
North Dakota,TANFbasic,2001,12973.067,17264.66016,103.101529
Ohio,TANFbasic,2001,336126.148,447319.3438,147.219494
Oklahoma,TANFbasic,2001,52750.694,70201.04688,74.72115
Oregon,TANFbasic,2001,72645.771,96677.57031,107.681669
Pennsylvania,TANFbasic,2001,305121.97,406058.75,131.764784
Rhode Island,TANFbasic,2001,88076.328,117212.6797,442.25359
South Carolina,TANFbasic,2001,32718.124,43541.53906,40.389914
South Dakota,TANFbasic,2001,9719.525,12934.82129,60.700644
Tennessee,TANFbasic,2001,123423.166,164252.5313,110.576041
Texas,TANFbasic,2001,241757.314,321732.5625,50.967462
Utah,TANFbasic,2001,39085.214,52014.91406,67.382857
Vermont,TANFbasic,2001,34958.731,46523.35938,298.236221
Virginia,TANFbasic,2001,102801.144,136808.5781,73.657304
Washington,TANFbasic,2001,288318.333,383696.3438,239.522189
West Virginia,TANFbasic,2001,64447.685,85767.49219,203.995094
Wisconsin,TANFbasic,2001,80692.323,107385.9844,74.071765
Wyoming,TANFbasic,2001,3882.327,5166.631836,38.445346
Alabama,othercashserv,2001,972733.3125,1294521.25,1092.791915
Alaska,othercashserv,2001,250778.9063,333738.5625,1677.061319
Arizona,othercashserv,2001,733219.0625,975773.75,662.817299
Arkansas,othercashserv,2001,458248.0625,609840.1875,849.15024
California,othercashserv,2001,10875248,14472867,1473.613262
Colorado,othercashserv,2001,1008658.813,1342331.125,1127.185225
Connecticut,othercashserv,2001,725721.5,965795.9375,1083.127975
Delaware,othercashserv,2001,155378.2813,206778.6563,993.884444
District of Columbia,othercashserv,2001,415530.7813,552991.6875,4465.191841
Florida,othercashserv,2001,2044007.875,2720182,694.193363
Georgia,othercashserv,2001,1027886.688,1367919.75,585.588872
Hawaii,othercashserv,2001,264319.1875,351758.0938,1133.975625
Idaho,othercashserv,2001,218086.9531,290231.8438,732.032478
Illinois,othercashserv,2001,3798120,5054568.5,1474.784374
Indiana,othercashserv,2001,1333527.25,1774668.625,1062.722921
Iowa,othercashserv,2001,695418.8125,925468.875,1195.66071
