"course_section_orig_id","user_id","gradebook_item","final_grade_cems","points_possible","points_earned","gender"
"AnPhA-S116-01",88153,"5.4: Muscle Tissue Types Chart",88.7024,10,10,"F"
"AnPhA-S116-01",88153,"5.2 - 5.4: Quiz",88.7024,105,77.75,"M"
"AnPhA-S116-01",88153,"PROGRESS CHECK 3 @ 11-20-15",88.7024,5,4,"F"
"AnPhA-S116-01",88153,"5.5: Naming Skeletal Muscle - Discussion Board",88.7024,10,9,"F"
"AnPhA-S116-01",88153,"5.6: Quiz",88.7024,5,5,"F"
"AnPhA-S116-01",88153,"Unit 5 Assessment: Fitness Class Poster",88.7024,10,7.13,"F"
"AnPhA-S116-01",88153,"6.1: Quiz",88.7024,10,NA,"F"
"AnPhA-S116-01",88153,"6.2: Helmet Law - Discussion Board",88.7024,10,3.08,"F"
"AnPhA-S116-01",88153,"6.3 - 6.4: Quiz",88.7024,10,10,"M"
"AnPhA-S116-01",88153,"6.5: Diagramming the Nervous System",88.7024,5,5,"M"
"AnPhA-S116-01",88153,"Unit 6 Assessment: Test",88.7024,5,5,"F"
"AnPhA-S116-01",88153,"PROGRESS CHECK 4 @ 12-18-15",88.7024,55,55,"F"
"AnPhA-S116-01",88153,"7.1: Quiz",88.7024,10,10,"F"
"AnPhA-S116-01",88153,"7.2: Virtual Eye Dissection",88.7024,5,5,"F"
"AnPhA-S116-01",88153,"7.3: Anatomy and Physiology of Hearing Flow Chart",88.7024,10,NA,"F"
"AnPhA-S116-01",88153,"7.4: Quiz",88.7024,5,5,"F"
"AnPhA-S116-01",88153,"Unit 7 Assessment: Create Your Own Senses Experiment",88.7024,125,105,"M"
"AnPhA-S116-01",88153,"8.1 - 8.3: Quiz",88.7024,5,5,"F"
"AnPhA-S116-01",88153,"8.4: Negative Feedback Loops of the Endocrine Pancreas",88.7024,443,412.75,"F"
"AnPhA-S116-01",88153,"8.5: Modeling Leptin and Obesity",88.7024,5,3,"F"
"AnPhA-S116-01",88153,"Unit 8 Assessment: Test",88.7024,5,5,"F"
"AnPhA-S116-01",88153,"Final Exam",88.7024,15,13,"M"
"AnPhA-S116-01",88153,"POINTS EARNED & TOTAL COURSE POINTS",88.7024,10,10,"F"
"AnPhA-S116-01",88641,"POINTS EARNED & TOTAL COURSE POINTS",87.1808,10,10,"F"
"AnPhA-S116-01",88641,"WORK ATTEMPTED",87.1808,10,9.5,"F"
"AnPhA-S116-01",88641,"0.1: Message Your Instructor",87.1808,5,5,"F"
"AnPhA-S116-01",88641,"0.2: Intro Assignment - Discussion Board",87.1808,20,20,"M"
"AnPhA-S116-01",88641,"0.3: Intro Assignment - Submitting Files",87.1808,5,5,"M"
"AnPhA-S116-01",88641,"1.1: Quiz",87.1808,10,NA,"F"
"AnPhA-S116-01",88641,"1.2: Quiz",87.1808,12,12,"F"
"AnPhA-S116-01",88641,"1.3: Create a Living Creature",87.1808,5,5,"F"
"AnPhA-S116-01",88641,"1.3: Create a Living Creature - Discussion Board",87.1808,10,10,"M"
"AnPhA-S116-01",88641,"1.4: Negative Feedback Loop Flowchart",87.1808,625,538.53,"F"
"AnPhA-S116-01",88641,"1.5: Quiz",87.1808,15,13.2,"M"
"AnPhA-S116-01",88641,"Unit 1 Assessment: Pickle Autopsy Lab",87.1808,20,14,"F"
"AnPhA-S116-01",88641,"PROGRESS CHECK 1 @ 10-02-15",87.1808,10,6,"F"
"AnPhA-S116-01",88641,"2.1: Types of Membranes",87.1808,10,8.2,"F"
"AnPhA-S116-01",88641,"2.2 - 2.3: Quiz",87.1808,10,10,"F"
"AnPhA-S116-01",88641,"2.4 - 2.5 Quiz",87.1808,930,837.75,"F"
"AnPhA-S116-01",88641,"2.6: Quiz",87.1808,10,10,"F"
"AnPhA-S116-01",88641,"Unit 2 Assessment: Test",87.1808,10,4.75,"F"
"AnPhA-S116-01",88641,"3.1: Models of the Integumentary System",87.1808,10,6,"M"
"AnPhA-S116-01",88641,"3.2 - 3.3: Quiz",87.1808,345,322.07,"F"
"AnPhA-S116-01",88641,"3.4: Skin Twin - Discussion Board",87.1808,10,10,"F"
"AnPhA-S116-01",88641,"Unit 3 Assessment: UV Exposure Lab",87.1808,5,NA,"F"
"AnPhA-S116-01",88641,"PROGRESS CHECK 2 @ 10-28-15",87.1808,15,9,"F"
"AnPhA-S116-01",88641,"4.2: Balloon Skull Lab",87.1808,5,5,"F"
"AnPhA-S116-01",88641,"4.1 - 4.3: Quiz",87.1808,5,10,"F"
"AnPhA-S116-01",88641,"4.4: Quiz",87.1808,10,7,"F"
"AnPhA-S116-01",88641,"4.5: Muscle Movements in our Daily Life",87.1808,20,16,"F"
"AnPhA-S116-01",88641,"4.6: Soda and Osteoporosis Research Writing",87.1808,465,395.91,"F"
"AnPhA-S116-01",88641,"Unit 4 Assessment: Test",87.1808,10,5,"M"
"AnPhA-S116-01",88641,"5.1: Quiz",87.1808,10,NA,"M"
"AnPhA-S116-01",88641,"5.4: Muscle Tissue Types Chart",87.1808,37,33.4,"F"
"AnPhA-S116-01",88641,"5.2 - 5.4: Quiz",87.1808,55,NA,"F"
"AnPhA-S116-01",88641,"PROGRESS CHECK 3 @ 11-20-15",87.1808,10,10,"F"
"AnPhA-S116-01",88641,"5.5: Naming Skeletal Muscle - Discussion Board",87.1808,5,NA,"F"
"AnPhA-S116-01",88641,"5.6: Quiz",87.1808,5,5,"F"
"AnPhA-S116-01",88641,"Unit 5 Assessment: Fitness Class Poster",87.1808,10,10,"F"
"AnPhA-S116-01",88641,"6.1: Quiz",87.1808,5,5,"F"
"AnPhA-S116-01",88641,"6.2: Helmet Law - Discussion Board",87.1808,25,NA,"M"
"AnPhA-S116-01",88641,"6.3 - 6.4: Quiz",87.1808,10,9,"F"
"AnPhA-S116-01",88641,"6.5: Diagramming the Nervous System",87.1808,597,135.4,"F"
"AnPhA-S116-01",88641,"Unit 6 Assessment: Test",87.1808,15,6,"M"
"AnPhA-S116-01",88641,"PROGRESS CHECK 4 @ 12-18-15",87.1808,625,572.84333,"F"
"AnPhA-S116-01",88641,"7.1: Quiz",87.1808,10,10,"F"
"AnPhA-S116-01",88641,"7.2: Virtual Eye Dissection",87.1808,345,285.175,"F"
"AnPhA-S116-01",88641,"7.3: Anatomy and Physiology of Hearing Flow Chart",87.1808,10,10,"F"
"AnPhA-S116-01",88641,"7.4: Quiz",87.1808,15,12,"M"
"AnPhA-S116-01",88641,"Unit 7 Assessment: Create Your Own Senses Experiment",87.1808,5,5,"F"
"AnPhA-S116-01",88641,"8.1 - 8.3: Quiz",87.1808,5,5,"F"
"AnPhA-S116-01",88641,"8.4: Negative Feedback Loops of the Endocrine Pancreas",87.1808,10,8,"M"
"AnPhA-S116-01",88641,"8.5: Modeling Leptin and Obesity",87.1808,5,4,"F"
"AnPhA-S116-01",88641,"Unit 8 Assessment: Test",87.1808,377,275.96,"F"
"AnPhA-S116-01",88641,"Final Exam",87.1808,10,10,"F"
"AnPhA-S116-01",88641,"POINTS EARNED & TOTAL COURSE POINTS",87.1808,5,1,"F"
"AnPhA-S116-01",89142,"POINTS EARNED & TOTAL COURSE POINTS",95.104,10,9,"M"
"AnPhA-S116-01",89142,"WORK ATTEMPTED",95.104,5,5,"M"
"AnPhA-S116-01",89142,"0.1: Message Your Instructor",95.104,5,NA,"M"
"AnPhA-S116-01",89142,"0.2: Intro Assignment - Discussion Board",95.104,10,6.88,"M"
"AnPhA-S116-01",89142,"0.3: Intro Assignment - Submitting Files",95.104,28,NA,"F"
"AnPhA-S116-01",89142,"1.1: Quiz",95.104,377,312.58,"M"
"AnPhA-S116-01",89142,"1.2: Quiz",95.104,5,5,"M"
"AnPhA-S116-01",89142,"1.3: Create a Living Creature",95.104,10,NA,"M"
"AnPhA-S116-01",89142,"1.3: Create a Living Creature - Discussion Board",95.104,5,NA,"M"
"AnPhA-S116-01",89142,"1.4: Negative Feedback Loop Flowchart",95.104,10,8.5,"F"
"AnPhA-S116-01",89142,"1.5: Quiz",95.104,10,10,"F"
"AnPhA-S116-01",89142,"Unit 1 Assessment: Pickle Autopsy Lab",95.104,5,5,"F"
"AnPhA-S116-01",89142,"PROGRESS CHECK 1 @ 10-02-15",95.104,5,4.25,"F"
"AnPhA-S116-01",89142,"2.1: Types of Membranes",95.104,10,10,"M"
"AnPhA-S116-01",89142,"2.2 - 2.3: Quiz",95.104,5,5,"F"
"AnPhA-S116-01",89142,"2.4 - 2.5 Quiz",95.104,5,4,"F"
"AnPhA-S116-01",89142,"2.6: Quiz",95.104,50,50,"M"
"AnPhA-S116-01",89142,"Unit 2 Assessment: Test",95.104,10,10,"F"
"AnPhA-S116-01",89142,"3.1: Models of the Integumentary System",95.104,30,30,"M"
"AnPhA-S116-01",89142,"3.2 - 3.3: Quiz",95.104,5,5,"F"
"AnPhA-S116-01",89142,"3.4: Skin Twin - Discussion Board",95.104,10,10,"F"
"AnPhA-S116-01",89142,"Unit 3 Assessment: UV Exposure Lab",95.104,507,213.4,"M"
"AnPhA-S116-01",89142,"PROGRESS CHECK 2 @ 10-28-15",95.104,12,NA,"F"
"AnPhA-S116-01",89142,"4.2: Balloon Skull Lab",95.104,10,NA,"F"
"AnPhA-S116-01",89142,"4.1 - 4.3: Quiz",95.104,15,13,"F"
"AnPhA-S116-01",89142,"4.4: Quiz",95.104,10,10,"F"
"AnPhA-S116-01",89142,"4.5: Muscle Movements in our Daily Life",95.104,5,5,"F"
"AnPhA-S116-01",89142,"4.6: Soda and Osteoporosis Research Writing",95.104,10,7,"F"
"AnPhA-S116-01",89142,"Unit 4 Assessment: Test",95.104,30,26,"F"
"AnPhA-S116-01",89142,"5.1: Quiz",95.104,10,7,"M"
"AnPhA-S116-01",89142,"5.4: Muscle Tissue Types Chart",95.104,20,20,"M"
"AnPhA-S116-01",89142,"5.2 - 5.4: Quiz",95.104,443,397.5,"F"
"AnPhA-S116-01",89142,"PROGRESS CHECK 3 @ 11-20-15",95.104,5,NA,"F"
"AnPhA-S116-01",89142,"5.5: Naming Skeletal Muscle - Discussion Board",95.104,5,4,"F"
"AnPhA-S116-01",89142,"5.6: Quiz",95.104,10,10,"F"
"AnPhA-S116-01",89142,"Unit 5 Assessment: Fitness Class Poster",95.104,10,10,"F"
"AnPhA-S116-01",89142,"6.1: Quiz",95.104,635,574.5,"F"
"AnPhA-S116-01",89142,"6.2: Helmet Law - Discussion Board",95.104,10,10,"F"
"AnPhA-S116-01",89142,"6.3 - 6.4: Quiz",95.104,10,6,"F"
"AnPhA-S116-01",89142,"6.5: Diagramming the Nervous System",95.104,10,10,"F"
"AnPhA-S116-01",89142,"Unit 6 Assessment: Test",95.104,15,NA,"F"
"AnPhA-S116-01",89142,"PROGRESS CHECK 4 @ 12-18-15",95.104,30,30,"F"
"AnPhA-S116-01",89142,"7.1: Quiz",95.104,10,8.5,"F"
"AnPhA-S116-01",89142,"7.2: Virtual Eye Dissection",95.104,15,13,"F"
"AnPhA-S116-01",89142,"7.3: Anatomy and Physiology of Hearing Flow Chart",95.104,15,10,"M"
"AnPhA-S116-01",89142,"7.4: Quiz",95.104,10,10,"F"
"AnPhA-S116-01",89142,"Unit 7 Assessment: Create Your Own Senses Experiment",95.104,10,10,"M"
"AnPhA-S116-01",89142,"8.1 - 8.3: Quiz",95.104,5,5,"F"
"AnPhA-S116-01",89142,"8.4: Negative Feedback Loops of the Endocrine Pancreas",95.104,20,19,"M"
"AnPhA-S116-01",89142,"8.5: Modeling Leptin and Obesity",95.104,30,25.5,"F"
"AnPhA-S116-01",89142,"Unit 8 Assessment: Test",95.104,12,12,"F"
"AnPhA-S116-01",89142,"Final Exam",95.104,10,10,"M"
"AnPhA-S116-01",89142,"POINTS EARNED & TOTAL COURSE POINTS",95.104,NA,NA,"M"
"AnPhA-S116-01",89194,"POINTS EARNED & TOTAL COURSE POINTS",83.2053328,515,213.4,"F"
"AnPhA-S116-01",89194,"WORK ATTEMPTED",83.2053328,10,10,"M"
"AnPhA-S116-01",89194,"0.1: Message Your Instructor",83.2053328,5,5,"M"
"AnPhA-S116-01",89194,"0.2: Intro Assignment - Discussion Board",83.2053328,10,10,"M"
"AnPhA-S116-01",89194,"0.3: Intro Assignment - Submitting Files",83.2053328,10,NA,"F"
"AnPhA-S116-01",89194,"1.1: Quiz",83.2053328,24,20,"M"
"AnPhA-S116-01",89194,"1.2: Quiz",83.2053328,5,NA,"F"
"AnPhA-S116-01",89194,"1.3: Create a Living Creature",83.2053328,388,333,"M"
"AnPhA-S116-01",89194,"1.3: Create a Living Creature - Discussion Board",83.2053328,10,1,"M"
"AnPhA-S116-01",89194,"1.4: Negative Feedback Loop Flowchart",83.2053328,20,20,"M"
"AnPhA-S116-01",89194,"1.5: Quiz",83.2053328,5,4,"F"
"AnPhA-S116-01",89194,"Unit 1 Assessment: Pickle Autopsy Lab",83.2053328,10,6,"F"
"AnPhA-S116-01",89194,"PROGRESS CHECK 1 @ 10-02-15",83.2053328,30,26,"M"
"AnPhA-S116-01",89194,"2.1: Types of Membranes",83.2053328,10,10,"F"
"AnPhA-S116-01",89194,"2.2 - 2.3: Quiz",83.2053328,5,5,"F"
"AnPhA-S116-01",89194,"2.4 - 2.5 Quiz",83.2053328,10,10,"F"
"AnPhA-S116-01",89194,"2.6: Quiz",83.2053328,24,22,"F"
"AnPhA-S116-01",89194,"Unit 2 Assessment: Test",83.2053328,5,5,"F"
"AnPhA-S116-01",89194,"3.1: Models of the Integumentary System",83.2053328,5,5,"F"
"AnPhA-S116-01",89194,"3.2 - 3.3: Quiz",83.2053328,5,3,"F"
"AnPhA-S116-01",89194,"3.4: Skin Twin - Discussion Board",83.2053328,30,24,"M"
"AnPhA-S116-01",89194,"Unit 3 Assessment: UV Exposure Lab",83.2053328,5,5,"F"
"AnPhA-S116-01",89194,"PROGRESS CHECK 2 @ 10-28-15",83.2053328,5,5,"F"
"AnPhA-S116-01",89194,"4.2: Balloon Skull Lab",83.2053328,10,NA,"F"
"AnPhA-S116-01",89194,"4.1 - 4.3: Quiz",83.2053328,5,5,"M"
"AnPhA-S116-01",89194,"4.4: Quiz",83.2053328,105,99,"F"
"AnPhA-S116-01",89194,"4.5: Muscle Movements in our Daily Life",83.2053328,5,5,"F"
"AnPhA-S116-01",89194,"4.6: Soda and Osteoporosis Research Writing",83.2053328,5,5,"F"
"AnPhA-S116-01",89194,"Unit 4 Assessment: Test",83.2053328,10,9,"M"
"AnPhA-S116-01",89194,"5.1: Quiz",83.2053328,345,323,"F"
"AnPhA-S116-01",89194,"5.4: Muscle Tissue Types Chart",83.2053328,720,674.05,"F"
"AnPhA-S116-01",89194,"5.2 - 5.4: Quiz",83.2053328,10,10,"F"
"AnPhA-S116-01",89194,"PROGRESS CHECK 3 @ 11-20-15",83.2053328,10,10,"F"
"AnPhA-S116-01",89194,"5.5: Naming Skeletal Muscle - Discussion Board",83.2053328,10,9.1,"M"
"AnPhA-S116-01",89194,"5.6: Quiz",83.2053328,5,5,"F"
"AnPhA-S116-01",89194,"Unit 5 Assessment: Fitness Class Poster",83.2053328,5,2.5,"M"
"AnPhA-S116-01",89194,"6.1: Quiz",83.2053328,30,NA,"F"
"AnPhA-S116-01",89194,"6.2: Helmet Law - Discussion Board",83.2053328,10,10,"F"
"AnPhA-S116-01",89194,"6.3 - 6.4: Quiz",83.2053328,20,14,"F"
"AnPhA-S116-01",89194,"6.5: Diagramming the Nervous System",83.2053328,413,283.65,"F"
"AnPhA-S116-01",89194,"Unit 6 Assessment: Test",83.2053328,10,8.5,"F"
"AnPhA-S116-01",89194,"PROGRESS CHECK 4 @ 12-18-15",83.2053328,345,283.75,"F"
"AnPhA-S116-01",89194,"7.1: Quiz",83.2053328,5,5,"M"
"AnPhA-S116-01",89194,"7.2: Virtual Eye Dissection",83.2053328,244,215.5,"F"
"AnPhA-S116-01",89194,"7.3: Anatomy and Physiology of Hearing Flow Chart",83.2053328,353,296.98,"F"
"AnPhA-S116-01",89194,"7.4: Quiz",83.2053328,5,NA,"F"
"AnPhA-S116-01",89194,"Unit 7 Assessment: Create Your Own Senses Experiment",83.2053328,10,8.5,"F"
"AnPhA-S116-01",89194,"8.1 - 8.3: Quiz",83.2053328,10,10,"F"
"AnPhA-S116-01",89194,"8.4: Negative Feedback Loops of the Endocrine Pancreas",83.2053328,5,5,"M"
"AnPhA-S116-01",89194,"8.5: Modeling Leptin and Obesity",83.2053328,10,8.5,"F"
"AnPhA-S116-01",89194,"Unit 8 Assessment: Test",83.2053328,5,5,"F"
"AnPhA-S116-01",89194,"Final Exam",83.2053328,5,5,"F"
"AnPhA-S116-01",89194,"POINTS EARNED & TOTAL COURSE POINTS",83.2053328,15,15,"M"
"AnPhA-S116-01",89918,"POINTS EARNED & TOTAL COURSE POINTS",75.6416,10,10,"F"
"AnPhA-S116-01",89918,"WORK ATTEMPTED",75.6416,10,10,"M"
"AnPhA-S116-01",89918,"0.1: Message Your Instructor",75.6416,10,8,"F"
"AnPhA-S116-01",89918,"0.2: Intro Assignment - Discussion Board",75.6416,24,14,"F"
"AnPhA-S116-01",89918,"0.3: Intro Assignment - Submitting Files",75.6416,5,5,"F"
"AnPhA-S116-01",89918,"1.1: Quiz",75.6416,5,3,"F"
"AnPhA-S116-01",89918,"1.2: Quiz",75.6416,5,NA,"F"
"AnPhA-S116-01",89918,"1.3: Create a Living Creature",75.6416,10,NA,"M"
"AnPhA-S116-01",89918,"1.3: Create a Living Creature - Discussion Board",75.6416,10,8,"F"
"AnPhA-S116-01",89918,"1.4: Negative Feedback Loop Flowchart",75.6416,24,NA,"F"
"AnPhA-S116-01",89918,"1.5: Quiz",75.6416,10,8.25,"F"
"AnPhA-S116-01",89918,"Unit 1 Assessment: Pickle Autopsy Lab",75.6416,10,NA,"F"
"AnPhA-S116-01",89918,"PROGRESS CHECK 1 @ 10-02-15",75.6416,5,1,"F"
"AnPhA-S116-01",89918,"2.1: Types of Membranes",75.6416,10,10,"F"
"AnPhA-S116-01",89918,"2.2 - 2.3: Quiz",75.6416,10,10,"M"
"AnPhA-S116-01",89918,"2.4 - 2.5 Quiz",75.6416,10,10,"F"
"AnPhA-S116-01",89918,"2.6: Quiz",75.6416,10,NA,"F"
"AnPhA-S116-01",89918,"Unit 2 Assessment: Test",75.6416,244,232,"F"
"AnPhA-S116-01",89918,"3.1: Models of the Integumentary System",75.6416,10,7,"M"
"AnPhA-S116-01",89918,"3.2 - 3.3: Quiz",75.6416,10,10,"M"
"AnPhA-S116-01",89918,"3.4: Skin Twin - Discussion Board",75.6416,377,341.5,"M"
"AnPhA-S116-01",89918,"Unit 3 Assessment: UV Exposure Lab",75.6416,10,10,"F"
"AnPhA-S116-01",89918,"PROGRESS CHECK 2 @ 10-28-15",75.6416,30,21.66667,"M"
"AnPhA-S116-01",89918,"4.2: Balloon Skull Lab",75.6416,10,9,"F"
"AnPhA-S116-01",89918,"4.1 - 4.3: Quiz",75.6416,5,5,"F"
"AnPhA-S116-01",89918,"4.4: Quiz",75.6416,10,10,"F"
"AnPhA-S116-01",89918,"4.5: Muscle Movements in our Daily Life",75.6416,140,102.5,"F"
"AnPhA-S116-01",89918,"4.6: Soda and Osteoporosis Research Writing",75.6416,438,406,"F"
"AnPhA-S116-01",89918,"Unit 4 Assessment: Test",75.6416,20,20,"F"
"AnPhA-S116-01",89918,"5.1: Quiz",75.6416,345,301.84,"M"
"AnPhA-S116-01",89918,"5.4: Muscle Tissue Types Chart",75.6416,15,NA,"F"
"AnPhA-S116-01",89918,"5.2 - 5.4: Quiz",75.6416,37,37,"F"
"AnPhA-S116-01",89918,"PROGRESS CHECK 3 @ 11-20-15",75.6416,5,5,"F"
"AnPhA-S116-01",89918,"5.5: Naming Skeletal Muscle - Discussion Board",75.6416,5,5,"F"
"AnPhA-S116-01",89918,"5.6: Quiz",75.6416,20,20,"F"
"AnPhA-S116-01",89918,"Unit 5 Assessment: Fitness Class Poster",75.6416,10,10,"F"
"AnPhA-S116-01",89918,"6.1: Quiz",75.6416,50,50,"M"
"AnPhA-S116-01",89918,"6.2: Helmet Law - Discussion Board",75.6416,10,6,"M"
"AnPhA-S116-01",89918,"6.3 - 6.4: Quiz",75.6416,5,4,"F"
"AnPhA-S116-01",89918,"6.5: Diagramming the Nervous System",75.6416,20,20,"F"
"AnPhA-S116-01",89918,"Unit 6 Assessment: Test",75.6416,244,218.31,"M"
"AnPhA-S116-01",89918,"PROGRESS CHECK 4 @ 12-18-15",75.6416,30,27.75,"F"
"AnPhA-S116-01",89918,"7.1: Quiz",75.6416,597,493.81,"F"
"AnPhA-S116-01",89918,"7.2: Virtual Eye Dissection",75.6416,465,424.38,"F"
"AnPhA-S116-01",89918,"7.3: Anatomy and Physiology of Hearing Flow Chart",75.6416,37,37,"F"
"AnPhA-S116-01",89918,"7.4: Quiz",75.6416,10,NA,"F"
"AnPhA-S116-01",89918,"Unit 7 Assessment: Create Your Own Senses Experiment",75.6416,10,10,"F"
"AnPhA-S116-01",89918,"8.1 - 8.3: Quiz",75.6416,15,7,"F"
"AnPhA-S116-01",89918,"8.4: Negative Feedback Loops of the Endocrine Pancreas",75.6416,353,299,"M"
"AnPhA-S116-01",89918,"8.5: Modeling Leptin and Obesity",75.6416,10,10,"F"
"AnPhA-S116-01",89918,"Unit 8 Assessment: Test",75.6416,10,NA,"M"
"AnPhA-S116-01",89918,"Final Exam",75.6416,10,0,"F"
"AnPhA-S116-01",89918,"POINTS EARNED & TOTAL COURSE POINTS",75.6416,5,5,"M"
"AnPhA-S116-01",90305,"POINTS EARNED & TOTAL COURSE POINTS",73.4533328,10,9.5,"F"
"AnPhA-S116-01",90305,"WORK ATTEMPTED",73.4533328,10,10,"M"
"AnPhA-S116-01",90305,"0.1: Message Your Instructor",73.4533328,37,18,"F"
"AnPhA-S116-01",90305,"0.2: Intro Assignment - Discussion Board",73.4533328,25,22,"F"
"AnPhA-S116-01",90305,"0.3: Intro Assignment - Submitting Files",73.4533328,80,64.75,"M"
"AnPhA-S116-01",90305,"1.1: Quiz",73.4533328,10,NA,"F"
"AnPhA-S116-01",90305,"1.2: Quiz",73.4533328,30,23.63,"M"
"AnPhA-S116-01",90305,"1.3: Create a Living Creature",73.4533328,465,327.51,"F"
"AnPhA-S116-01",90305,"1.3: Create a Living Creature - Discussion Board",73.4533328,10,10,"F"
"AnPhA-S116-01",90305,"1.4: Negative Feedback Loop Flowchart",73.4533328,10,10,"F"
"AnPhA-S116-01",90305,"1.5: Quiz",73.4533328,10,7,"F"
"AnPhA-S116-01",90305,"Unit 1 Assessment: Pickle Autopsy Lab",73.4533328,10,10,"M"
"AnPhA-S116-01",90305,"PROGRESS CHECK 1 @ 10-02-15",73.4533328,10,6,"M"
"AnPhA-S116-01",90305,"2.1: Types of Membranes",73.4533328,30,28,"F"
"AnPhA-S116-01",90305,"2.2 - 2.3: Quiz",73.4533328,10,10,"F"
"AnPhA-S116-01",90305,"2.4 - 2.5 Quiz",73.4533328,30,28.5,"F"
"AnPhA-S116-01",90305,"2.6: Quiz",73.4533328,5,5,"F"
"AnPhA-S116-01",90305,"Unit 2 Assessment: Test",73.4533328,140,139,"F"
"AnPhA-S116-01",90305,"3.1: Models of the Integumentary System",73.4533328,235,213.25,"F"
"AnPhA-S116-01",90305,"3.2 - 3.3: Quiz",73.4533328,443,398,"M"
"AnPhA-S116-01",90305,"3.4: Skin Twin - Discussion Board",73.4533328,10,9,"M"
"AnPhA-S116-01",90305,"Unit 3 Assessment: UV Exposure Lab",73.4533328,10,NA,"F"
"AnPhA-S116-01",90305,"PROGRESS CHECK 2 @ 10-28-15",73.4533328,20,14,"M"
"AnPhA-S116-01",90305,"4.2: Balloon Skull Lab",73.4533328,10,9,"F"
"AnPhA-S116-01",90305,"4.1 - 4.3: Quiz",73.4533328,50,34,"F"
"AnPhA-S116-01",90305,"4.4: Quiz",73.4533328,5,5,"F"
"AnPhA-S116-01",90305,"4.5: Muscle Movements in our Daily Life",73.4533328,5,5,"F"
"AnPhA-S116-01",90305,"4.6: Soda and Osteoporosis Research Writing",73.4533328,5,5,"M"
"AnPhA-S116-01",90305,"Unit 4 Assessment: Test",73.4533328,10,8.82,"F"
"AnPhA-S116-01",90305,"5.1: Quiz",73.4533328,10,6,"M"
"AnPhA-S116-01",90305,"5.4: Muscle Tissue Types Chart",73.4533328,5,3,"F"
"AnPhA-S116-01",90305,"5.2 - 5.4: Quiz",73.4533328,5,4.5,"F"
"AnPhA-S116-01",90305,"PROGRESS CHECK 3 @ 11-20-15",73.4533328,10,9,"M"
"AnPhA-S116-01",90305,"5.5: Naming Skeletal Muscle - Discussion Board",73.4533328,10,NA,"M"
"AnPhA-S116-01",90305,"5.6: Quiz",73.4533328,15,15,"F"
"AnPhA-S116-01",90305,"Unit 5 Assessment: Fitness Class Poster",73.4533328,100,68.12,"F"
"AnPhA-S116-01",90305,"6.1: Quiz",73.4533328,5,NA,"M"
"AnPhA-S116-01",90305,"6.2: Helmet Law - Discussion Board",73.4533328,10,NA,"F"
"AnPhA-S116-01",90305,"6.3 - 6.4: Quiz",73.4533328,10,10,"F"
"AnPhA-S116-01",90305,"6.5: Diagramming the Nervous System",73.4533328,5,NA,"M"
"AnPhA-S116-01",90305,"Unit 6 Assessment: Test",73.4533328,10,NA,"F"
"AnPhA-S116-01",90305,"PROGRESS CHECK 4 @ 12-18-15",73.4533328,75,75,"M"
"AnPhA-S116-01",90305,"7.1: Quiz",73.4533328,5,5,"F"
"AnPhA-S116-01",90305,"7.2: Virtual Eye Dissection",73.4533328,30,30,"F"
"AnPhA-S116-01",90305,"7.3: Anatomy and Physiology of Hearing Flow Chart",73.4533328,5,5,"F"
"AnPhA-S116-01",90305,"7.4: Quiz",73.4533328,244,23,"F"
"AnPhA-S116-01",90305,"Unit 7 Assessment: Create Your Own Senses Experiment",73.4533328,30,7.73,"F"
"AnPhA-S116-01",90305,"8.1 - 8.3: Quiz",73.4533328,55,44,"M"
"AnPhA-S116-01",90305,"8.4: Negative Feedback Loops of the Endocrine Pancreas",73.4533328,24,NA,"M"
"AnPhA-S116-01",90305,"8.5: Modeling Leptin and Obesity",73.4533328,10,NA,"F"
"AnPhA-S116-01",90305,"Unit 8 Assessment: Test",73.4533328,10,10,"M"
"AnPhA-S116-01",90305,"Final Exam",73.4533328,30,26,"F"
"AnPhA-S116-01",90305,"POINTS EARNED & TOTAL COURSE POINTS",73.4533328,10,3.25,"M"
"AnPhA-S116-02",56152,"POINTS EARNED & TOTAL COURSE POINTS",94.1248,30,NA,"F"
"AnPhA-S116-02",56152,"WORK ATTEMPTED",94.1248,10,10,"M"
"AnPhA-S116-02",56152,"0.1: Message Your Instructor",94.1248,5,5,"F"
"AnPhA-S116-02",56152,"0.2: Intro Assignment - Discussion Board",94.1248,235,138,"M"
"AnPhA-S116-02",56152,"0.3: Intro Assignment - Submitting Files",94.1248,30,30,"M"
"AnPhA-S116-02",56152,"1.1: Quiz",94.1248,10,NA,"F"
"AnPhA-S116-02",56152,"1.2: Quiz",94.1248,20,20,"M"
"AnPhA-S116-02",56152,"1.3: Create a Living Creature",94.1248,20,19,"M"
"AnPhA-S116-02",56152,"1.3: Create a Living Creature - Discussion Board",94.1248,438,410,"F"
"AnPhA-S116-02",56152,"1.4: Negative Feedback Loop Flowchart",94.1248,10,NA,"M"
"AnPhA-S116-02",56152,"1.5: Quiz",94.1248,5,5,"F"
"AnPhA-S116-02",56152,"Unit 1 Assessment: Pickle Autopsy Lab",94.1248,5,5,"F"
"AnPhA-S116-02",56152,"PROGRESS CHECK 1 @ 10-02-15",94.1248,5,5,"M"
"AnPhA-S116-02",56152,"2.1: Types of Membranes",94.1248,20,16,"F"
"AnPhA-S116-02",56152,"2.2 - 2.3: Quiz",94.1248,30,28,"F"
